,text,Labels
2581,"आज के दौर मे होमो सेक्स कॉमन हो गया है 99% लोग  पसंद करते है। जो एक आदमी इसे बहुत बुरा समझते है  वो ही अबनार्मल है मेरे हिसाब से।100 लोगो मे, लगभग 85% लोग bisexual hai ( लड़का लड़की दोनो को पसंद   
या sex  करते हैं) 5% gay mind, 10% लोग सिर्फ लड़की से ही sex पसंद करते है।  लेकिन ये सब बाते समाज के सामने कोई नही कहते लज्जा के कारण।  किसीको तीन टाइम चावल पसंद है तो किसीको तीनो टाइम रोटी, किसीको दोनो पसंद है। सब का अपना अपना चॉइस पसंद। इसका मतलब ये बीमारी मेंटल रोग नही। जिसपर जिसका मन भा जाए पहले दोस्ती फिर
 प्यार,उसके बाद सेक्स ।",Not-Hope
2459, @Rockstar MEMES  isse reservation ka kya relation ha???,Not-Hope
1272,कल मेरे साथ 40-45 साल का Gay गलत व्यवहार किया 😭,Not-Hope
657,Maine bhi gb road par 1 ghanta bitaya aur mujhe aids ho gya...😂😂😂,Not-Hope
1359,ap na bahut 👍👍👍Sahi kaha,Not-Hope
845,Disorder seriously apko Puri knowledge ni hai bhai,Not-Hope
542,Tum gao ko kothe se compare kr rhi ho,Not-Hope
2594,Pehli baat normal abnormal me antar sikho phir gyaan dena,Not-Hope
1454,Sir sab smj giya but ladyboy kisa bola jatha ?,Not-Hope
1647,"Ab kabhi na kahugi ki ""i don't like boy"" 😂😂😂",Not-Hope
2034,Khan sir simple bhaasa me padhate hai jaldi samajh aata hai,Not-Hope
1006,Bhai mine gril ki taraha mekup to nehi kartaa but boy par etrekt hotaa he kiyu plz reply plz,Not-Hope
1011,Bio ka pura videos youtube par dal dijiye,Not-Hope
2587,Sound equal nhi aa rhi he,Not-Hope
1713,Bro it's not mental disorder. It's gender and sexuality. Kahi logo ke man alag tarah se bane hote he to unhe apna gender hi pasand hota he,Hope
1559,Isara,Not-Hope
2935,"सर,जो जानवरों के पीछे रहते हैं?",Not-Hope
3089, @Indra *  Telegram and in Netflix also,Not-Hope
1951,"Thank you sir ,aaj tk kisi ne itna easy nhi samjgaya,u too good sir",Not-Hope
3064,I don't like it becoz at many points he disrespected lgbt community...🙄🙄🙄,Not-Hope
2586,Yeh Rog Nahi hai sir,Not-Hope
1936,"Thank you sir  sir mujhe kuchh BHI pta nhi tha 
Bahut bahut thank you sir",Not-Hope
2282, @Mohit Kumar  comman sense naam ka bhi chij hota h,Hope
1702, @Debayan Das  mansik rog tereko bhi h,Not-Hope
1868,"Sir iss topic pr aapko or research krne ki jarurat hai 
Ya fir jo iss community se hai unse information lijiye",Not-Hope
435,Guys if anyone have the answer for her... Please 🙏🙏 reply or give her the suggestion...,Hope
1114, @Harry Choudhary  ha ye to shi hai hme life me ek se adhik logo se pyar ho skta hai ☺️,Not-Hope
237,"Shikandi ka naam suna hai, in dvaparyug??",Not-Hope
2709, @PERSONA  thanks,Not-Hope
2916, @Utkarsh Khandelwal  bruh!,Not-Hope
109,"Hi guys, mai bhi 5 saal ke age se crossdress kar rahi hu aur mom's and sister ke kapde pehenti hu aaj bhi crossdressing kar rahi hu public me but Maine abhi tak apne mummy papa ko nahi btaya hai is bare me aur mai akeli pad chuki hu. Mai kaise btau samajh nahi aata hai but Mai khafi jyda pareshan hu isse aur muje full time woman Banna hai aur mai stressed aur depressed ho chuki hu. What to do, any suggestions please help.",Hope
2431,"ASEXUAL, DEMISEXUL FALL IN LOVE WITHOUT LOVE I'M NOT SEXUAL ATTRACT PAR BHI VIDEO BNAYE   ASEXUAL BHRAMCHARI LIKE YOGI ADITTENATH",Not-Hope
781, @AN UJ  kasie ko ve das logo ke tana sunnay ka shook nahie hay (jab prikriti ne he male body female feelings ya female body ore male body kay shat bhaja tho kha karay) (mar jaye),Hope
2914, @SRISHTI SHARMA 🆅  That's nothing to give such reactions Ishaara,Not-Hope
163,Tum aur mah dost 🤣🤣🤣🤣,Not-Hope
288,shi bola,Not-Hope
1235,Aap bahut achhe hai sir ji,Not-Hope
252,Monti Roy k aage e log kuch bhi nahi hai. 😂😂😂😂,Not-Hope
1404,Shemale kisko kehte hai?,Not-Hope
2161,Is per bhi bolega,Not-Hope
1797,Sir genetic to Nehi hai,Not-Hope
767,आज खबर हुए जेंडर ट्रांसलेटर क्या होता sabd सुना था खबर नही थी,Not-Hope
787, @Rahasya Mourya  oooo achaaa...koi niiiii yrr just enjoy your lifeee log to.khnge unka to.kaam h kehnaaa....,Hope
2999,😂😂,Not-Hope
1234,Jo ladki se ladka bn jate hai ya jo ladka se ladki bn jate hai usko kya bolte hai plz tell me . Hijra or transgender 1 hi hote hai kya,Not-Hope
930,Sir bimari nahi mante but log mante hain use bata rahe hain,Not-Hope
1316,But sir ek confusion hai aap bol rhe they ki transgender ke private parts nhi hotey toh sir unke books kyu hotey hai🤔,Not-Hope
1905,Haan bilkul kr skta h,Not-Hope
1427, @Rishav verma  tum bimar nahi ho jo tumhe apna ilaaj karana hai . Ye natural hai accept yourself and move on with life,Hope
1609,जब किसी व्यक्ती को. वो स्त्री हो या पुरुष... अगर उसे किसीमेभी इन्ट्रेस्ट नही हो तो. जेसे किसीभी प्रकार का सेक्शुअल इन्ट्रेस्ट नही हो तो.. इसे हम क्या कहेंगे?,Not-Hope
2495,kya inter-sexual एक बच्चे को जन्म दे सकता है?,Not-Hope
1151,"Pahle puri knowledge le le guru
Adha adhura Gyan pel rha h",Not-Hope
1064,One of the best teachers I have ever seen,Not-Hope
1330,किन्नर कैसे हो जाते हैं,Not-Hope
1567,sir she male reh gayi ...,Not-Hope
1414,"Dear sir,
             koi vyakti ladki jaisi dikh rhi hai ,aur uska privet part ladka ka hai wo in pancho me se kisme shamil hoga",Not-Hope
847,"मै लडका हू
लेकिन लेस्बियन लडकी से शादी करना चाहता हू",Not-Hope
3027,gender or sexual orientation ???,Not-Hope
2564,super se uper he sir apka gyan,Not-Hope
461,Gjb,Not-Hope
2920,Achha? Tujhse aisa kisne bol diya ? bisexual means before falling in love they dont see the gender of that person thats it.,Not-Hope
1659, @Anindita Karmakar  even friend circle o taria dbe .. Jana jani hole,Not-Hope
157,Pagal log,Not-Hope
802,Life ak he hay jo jistra jena chata hay ussay jenay do,Not-Hope
2121,"Khan Sir, ye Gilma kya hote hai...?",Not-Hope
1867,"Sir cryptocurrency par detailed video bana do, please.",Not-Hope
677,गीतांजलि बाबर।hindu Muslim ka anakho sangm hai,Not-Hope
1937,"Sir , I like you chose this topic , but I want to mention one thing , homosexuality is not a mental problem, by birth hi aisa hota hai .. jaise apne bola ki hamare bharat me nhi accept krte isliye log khul k bol nhi paate the , abb viksit horaha hai desh to kuch log khul k bahar aate hai or , homosexuality ko chupaate nhi hai . So , it's not a problem ya bimari , by birth hi aise hote hai gay ya lesbian ya homosexual",Hope
3038, @hey  from where are u,Not-Hope
238,To phir ye kis liye 😜🤔,Not-Hope
1960,"Khan sir sex taboo, par video banaye.",Not-Hope
1907,राइट khan sir,Not-Hope
243,Ye log jo bhi kar rahe hi science is galat istemaal kar rahe hi . Uparwaale ne jo inhe banya hi na bankar kuch or banna chate hi . Bhut galat hi.,Not-Hope
100,Hasna tha?,Not-Hope
315,mujhe uski leni hai,Not-Hope
1047,Sir Juburdust video.,Not-Hope
1192,Sir aap bar bar bol rhe he ki ye mansik asntulan he but Esa nhi h .....😅🤣🤣.,Hope
1769,Sir m bisexual hu but ladkiyo se Jada ldko ki taraf attraction h ye bta sakte ho ki shadi ke bad koi problem Hoga ya nhi?.....aur aap swaym bohot Frank reacher h isliye pooch rha hu aap kya ho?...top bottom ya straight?...aur ek baat aap ki taraf bhi m bohot attract hota hu🤭😚,Hope
1010,Koi ladki ladka ki tarah rahta hai to use tomboy kahte hai to agar koi ladka ladki ki tarah rahe to use kya kahenge ladhks,Not-Hope
2131,Ye sab humans mai hi dekha jata hai ya other animals mai bhi dekha jate hai?,Not-Hope
261, @Fariha Sheikh   sb bolte h jb tk bhgwal jo bhi bolo god Allah kuch bhi vo jb tk ni chahenge kuch bhi nhi ho skta h unki mrji se agr ek insan tom not la lgbtq se h to kya uski glti h isme bhgwan ya Allah inki glti nhi ho skti h kya unhone filling diya h tbhi to hm apne body se alg fill krte h,Hope
1037,Kinner and chakka toh alag alga hai na...,Not-Hope
2019,"Sahi kaha si,kabhi bhi kisi ka uphas nahi udana chahiye,insaan baniye👍",Hope
195,I don't no pta kr ke btata hu I think ni aati hogi  harmon lete honge to,Not-Hope
2044,Ye sab banta hai kaise iske biology thoda bataiye,Not-Hope
1157,Khan baba jindabad,Not-Hope
1999,Hats off Khan Sahab 🙏🏻🙏🏻,Not-Hope
179, @sk  jo vo km krta h uske accr. bola mne ..okk nhi to mere kehne se jbrdsti bnega kya vo..aap log mtlb joke ko b seriously le lete h..,Not-Hope
834,Gay log muh me lete h kya,Not-Hope
842,Shemale kya hota hai,Not-Hope
2723,Bi-sexual में male + female को शादी हो जायेगा तो बच्चा होगा की नहीं ?,Not-Hope
1100,Khan sir ji ..Isme hame kuchh bhi ajeeb nahi lagta kyoki ye sab normal hai natural hai or itihas bhi gawah hai.homosexuality koi bimari nahi h.,Hope
1637,Bi - saxual me koi body chenging hoti hai???,Not-Hope
1225,Same problem mere sath bhi hai lekin mujhe bahut aacha lagta hai ye filings,Hope
1537,"Lesbian wala samj nhi aye mujhy ,,, jab dono larki ki jaisa hongy toh sammandh kaise banate hy ....🤔🤔🤔",Not-Hope
340, @Tarot Oracle  thanks or Chee apne upar karo samjhe tm to admi hi hona ??,Not-Hope
2611,Isme ladki kaha se Aa gai,Not-Hope
1350,"Jo, male female ki le
aur male ki bhi le
magar khud male ke saat top bhi ho aur bottom bhi
Use kya khate hai",Not-Hope
748,Lanat lanat lanat male par Jo female ho Jaate Hain,Not-Hope
2536,Deepak Kalal feeling better after watching this video.,Not-Hope
662,tu dede award ise jyada hi pyar aa rha h to🤣,Not-Hope
480, @Moni Mishra  oh hello...  Me apne Gender me comfortable hu.. So me kyu change kru.... Wo logo ko comfort nhi hua.  So unhone change kiya..  Usme kya bura h.,Hope
803,Bhai moje bhi ladki banna hai yani xender  cheng karana hai Deepak kushwaha aap ka nambar do,Not-Hope
2289,Sir PDF link nehi hai usme,Not-Hope
2583,09:48,Not-Hope
1553,tereko mansik bimari h,Not-Hope
2602,Who is here after insta ??😁😆,Not-Hope
549,Bollywood is modern Brothel vulgar Nudity and immoral relationship..... characterless people called celebrity चरित्रहीन व्यक्ति तो इसी प्रकार का होता है समाज में आजकल नाजायज संबंध बनाने के लिए नए-नए शब्दावली का प्रयोग हो रहा है girlfriend boyfriend लिव इन रिलेशनशिप बिन फेरे हम तेरे ।,Not-Hope
1307,खान सर अब पहले की तरह नहीं पढ़ाते 😯,Not-Hope
783,Jiske uper ye bit rahi ho vahi janta hai ye kya hota hai,Hope
2893,Indian people needs to change their mentality towards LGBTI community!,Not-Hope
2107,Sir bi sexual mé birth ho sak ta hai?,Not-Hope
742, @New Normal  may be,Not-Hope
2580,Knowledgeable video,Not-Hope
1399,Sahi hai bhai…congrats!,Not-Hope
1967,amit singh h khan nhi h ye ldka,Not-Hope
965,Hi I'm lesbian,Hope
2887,you have created this video with just half baked knowledge...very less research..... and very basic terms... also your selection of words is often not correct here... this shows how limited your knowledge is outside your subjects... btw i really enjoy your regular videos but not this one this is way below standards.,Not-Hope
1053,Mental dikkat nahi hai...aap pade likhe hain aap aisa mat smjhaiye gurujee🙏😇,Hope
2119,"क्रोध हवा का वह झोंका है जो, बुद्धि के दीपक को बुझा देता है l
जिनकी भाषा में सभ्यता होती है, उनके जीवन में सदैव भव्यता  होती है...ll

🙏Good night with sweet dreams 🙏",Not-Hope
1032,"East or west Khan sir is the best
He makes concept so easy",Not-Hope
2271,Kya pahle ke jaamane me bhi aisa hota tha🙄🙄,Not-Hope
3197,😀😃😄😁superb sir...,Not-Hope
247,Tere zender me kuch gadbd hai,Not-Hope
871,Salute you sir ...aap jaisi hi mentality ki zarurat h India ko,Not-Hope
2410,Ekdam nai bhagwan kon hai ismein,Not-Hope
1891,"पहले बोलना सीखो  ।
फिर  पढाना  क्योकिं बिहार की शिक्षा प्रणाली
 तुम्हारे जैसे शिक्षक  ने गर्त कर रखा है।
ससुरा ,का  ऐसै , ये शब्द बिहार का परिचय देता ह।",Not-Hope
1302,Meko ladki hona zinda hona bas,Hope
2906," @RŪUĐEË  wait i am removing my profile picture😱
😂Just kidding bro dnt wryy all is well🙌🏼",Not-Hope
626,Absolutely true.... जो काम वो कर रही है मजबूरी मैं कर रही है। उनका जीवन उस काम से अलग बोहोत कुछ है। सब लोग उनके काम से उनको judge करते है। सच में वो प्यार का मोहल्ला है मां और उनके बच्चो और मां की ममता से भरा प्यार का मोहल्ला। और एक सबसे कड़वा सच आपने बताया कि अगर वो यह काम छोड़ कर कहा जाए kon रखेगा उनको । आपका dream project A home जहा वो यह काम को छोड़ कर अपना एक नया जीवन शुरू कर सकती है। बोहोत बात सारा प्यार और respect for you and all those lovely women....,Not-Hope
347, @pariyo__ki_rani___pari  ha kyu nhi,Not-Hope
2051,To bhi is nasal ka hi hy,Not-Hope
2950,Super knowledge,Not-Hope
979,Khan sir shemale ke bare me bhi Bataye ye kon se gendar inhe lady boy bhi kahte h,Not-Hope
2763,Sir aap CBSE walo ki itni insult kyu krte ho m cbse m hu sir but kisi se v stereotype nhi krta 🤦‍♂️🤦‍♂️,Not-Hope
911,Sir mujhe ye batao aap ki tomboy bhi  koi disorder hota hai kya??,Not-Hope
1971,Student nei timepass k liye question pucha hoga yeah watsapp pe.... Aise subjects mei students k pass teacher sey jyada jankari hoti hain 😅,Not-Hope
632,Pyar ke mohalle me loot v lete hai jitna v ho apke pas,Not-Hope
1135,Badhai do,Not-Hope
445, @rajeev ranjan  thankyou sir,Not-Hope
